index,cell,cell_ontology_class,mouse.id
A19.MAA000877.3_11_M.1.1-1-1,A19.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
A2.D043520.3_39_F.1.1-1-1,A2.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
A2.MAA000531.3_8_M.1.1-1-1,A2.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
A2.MAA000877.3_11_M.1.1-1-1,A2.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
A2.MAA000914.3_9_M.1.1-1-1,A2.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
A21.MAA000877.3_11_M.1.1-1-1,A21.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
A22.MAA000877.3_11_M.1.1-1-1,A22.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
A3.B002314.3_56_F.1.1-1-1,A3.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
A3.D043520.3_39_F.1.1-1-1,A3.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
A3.MAA000531.3_8_M.1.1-1-1,A3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
A3.MAA000877.3_11_M.1.1-1-1,A3.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
A3.MAA000914.3_9_M.1.1-1-1,A3.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
A4.MAA000877.3_11_M.1.1-1-1,A4.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
A5.B002314.3_56_F.1.1-1-1,A5.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
A5.D043520.3_39_F.1.1-1-1,A5.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
A5.D045064.3_38_F.1.1-1-1,A5.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
A5.MAA000531.3_8_M.1.1-1-1,A5.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
A5.MAA000877.3_11_M.1.1-1-1,A5.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
A5.MAA000914.3_9_M.1.1-1-1,A5.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
A6.D045064.3_38_F.1.1-1-1,A6.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
A6.MAA000877.3_11_M.1.1-1-1,A6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
A7.B002314.3_56_F.1.1-1-1,A7.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
A7.D045064.3_38_F.1.1-1-1,A7.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
A7.MAA000531.3_8_M.1.1-1-1,A7.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
A7.MAA000877.3_11_M.1.1-1-1,A7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
A8.B002314.3_56_F.1.1-1-1,A8.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
A8.D043520.3_39_F.1.1-1-1,A8.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
A8.D045064.3_38_F.1.1-1-1,A8.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
A8.MAA000877.3_11_M.1.1-1-1,A8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
A9.B002314.3_56_F.1.1-1-1,A9.B002314.3_56_F.1.1,"CD8-positive, alpha-beta T cell",3_56_F
A9.D045064.3_38_F.1.1-1-1,A9.D045064.3_38_F.1.1,macrophage,3_38_F
B1.B002314.3_56_F.1.1-1-1,B1.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
B1.D043520.3_39_F.1.1-1-1,B1.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
B1.MAA000877.3_11_M.1.1-1-1,B1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
B1.MAA000914.3_9_M.1.1-1-1,B1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B10.B002314.3_56_F.1.1-1-1,B10.B002314.3_56_F.1.1,B cell,3_56_F
B10.D045064.3_38_F.1.1-1-1,B10.D045064.3_38_F.1.1,myeloid cell,3_38_F
B10.MAA000877.3_11_M.1.1-1-1,B10.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
B10.MAA000914.3_9_M.1.1-1-1,B10.MAA000914.3_9_M.1.1,B cell,3_9_M
B11.B002314.3_56_F.1.1-1-1,B11.B002314.3_56_F.1.1,macrophage,3_56_F
B11.D043520.3_39_F.1.1-1-1,B11.D043520.3_39_F.1.1,macrophage,3_39_F
B11.MAA000877.3_11_M.1.1-1-1,B11.MAA000877.3_11_M.1.1,myeloid cell,3_11_M
B11.MAA000914.3_9_M.1.1-1-1,B11.MAA000914.3_9_M.1.1,macrophage,3_9_M
B12.B002314.3_56_F.1.1-1-1,B12.B002314.3_56_F.1.1,macrophage,3_56_F
B12.D043520.3_39_F.1.1-1-1,B12.D043520.3_39_F.1.1,macrophage,3_39_F
B12.D045064.3_38_F.1.1-1-1,B12.D045064.3_38_F.1.1,myeloid cell,3_38_F
B12.MAA000914.3_9_M.1.1-1-1,B12.MAA000914.3_9_M.1.1,B cell,3_9_M
B13.B002314.3_56_F.1.1-1-1,B13.B002314.3_56_F.1.1,macrophage,3_56_F
B13.D043520.3_39_F.1.1-1-1,B13.D043520.3_39_F.1.1,NK cell,3_39_F
B13.D045064.3_38_F.1.1-1-1,B13.D045064.3_38_F.1.1,NK cell,3_38_F
B13.MAA000877.3_11_M.1.1-1-1,B13.MAA000877.3_11_M.1.1,B cell,3_11_M
B13.MAA000914.3_9_M.1.1-1-1,B13.MAA000914.3_9_M.1.1,"CD8-positive, alpha-beta T cell",3_9_M
B14.B002314.3_56_F.1.1-1-1,B14.B002314.3_56_F.1.1,macrophage,3_56_F
B14.MAA000877.3_11_M.1.1-1-1,B14.MAA000877.3_11_M.1.1,B cell,3_11_M
B15.B002314.3_56_F.1.1-1-1,B15.B002314.3_56_F.1.1,macrophage,3_56_F
B15.D045064.3_38_F.1.1-1-1,B15.D045064.3_38_F.1.1,macrophage,3_38_F
B15.MAA000531.3_8_M.1.1-1-1,B15.MAA000531.3_8_M.1.1,B cell,3_8_M
B15.MAA000914.3_9_M.1.1-1-1,B15.MAA000914.3_9_M.1.1,B cell,3_9_M
B16.B002314.3_56_F.1.1-1-1,B16.B002314.3_56_F.1.1,macrophage,3_56_F
B16.MAA000531.3_8_M.1.1-1-1,B16.MAA000531.3_8_M.1.1,T cell,3_8_M
B17.D045064.3_38_F.1.1-1-1,B17.D045064.3_38_F.1.1,endothelial cell,3_38_F
B17.MAA000877.3_11_M.1.1-1-1,B17.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
B18.MAA000914.3_9_M.1.1-1-1,B18.MAA000914.3_9_M.1.1,endothelial cell,3_9_M
B19.D043520.3_39_F.1.1-1-1,B19.D043520.3_39_F.1.1,endothelial cell,3_39_F
B19.D045064.3_38_F.1.1-1-1,B19.D045064.3_38_F.1.1,endothelial cell,3_38_F
B2.B002314.3_56_F.1.1-1-1,B2.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
B2.MAA000531.3_8_M.1.1-1-1,B2.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
B2.MAA000877.3_11_M.1.1-1-1,B2.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
B2.MAA000914.3_9_M.1.1-1-1,B2.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B20.MAA000914.3_9_M.1.1-1-1,B20.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B22.MAA000877.3_11_M.1.1-1-1,B22.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
B22.MAA000914.3_9_M.1.1-1-1,B22.MAA000914.3_9_M.1.1,endothelial cell,3_9_M
B3.B002314.3_56_F.1.1-1-1,B3.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
B3.D045064.3_38_F.1.1-1-1,B3.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
B3.MAA000531.3_8_M.1.1-1-1,B3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
B3.MAA000877.3_11_M.1.1-1-1,B3.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
B3.MAA000914.3_9_M.1.1-1-1,B3.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B4.B002314.3_56_F.1.1-1-1,B4.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
B4.D043520.3_39_F.1.1-1-1,B4.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
B4.D045064.3_38_F.1.1-1-1,B4.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
B4.MAA000531.3_8_M.1.1-1-1,B4.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
B4.MAA000914.3_9_M.1.1-1-1,B4.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B5.B002314.3_56_F.1.1-1-1,B5.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
B5.D043520.3_39_F.1.1-1-1,B5.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
B5.D045064.3_38_F.1.1-1-1,B5.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
B5.MAA000531.3_8_M.1.1-1-1,B5.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
B5.MAA000877.3_11_M.1.1-1-1,B5.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
B5.MAA000914.3_9_M.1.1-1-1,B5.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B6.D045064.3_38_F.1.1-1-1,B6.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
B6.MAA000877.3_11_M.1.1-1-1,B6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
B6.MAA000914.3_9_M.1.1-1-1,B6.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B7.B002314.3_56_F.1.1-1-1,B7.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
B7.D043520.3_39_F.1.1-1-1,B7.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
B7.MAA000531.3_8_M.1.1-1-1,B7.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
B7.MAA000877.3_11_M.1.1-1-1,B7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
B8.B002314.3_56_F.1.1-1-1,B8.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
B8.D043520.3_39_F.1.1-1-1,B8.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
B8.D045064.3_38_F.1.1-1-1,B8.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
B8.MAA000531.3_8_M.1.1-1-1,B8.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
B8.MAA000877.3_11_M.1.1-1-1,B8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
B8.MAA000914.3_9_M.1.1-1-1,B8.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
B9.B002314.3_56_F.1.1-1-1,B9.B002314.3_56_F.1.1,macrophage,3_56_F
B9.D045064.3_38_F.1.1-1-1,B9.D045064.3_38_F.1.1,macrophage,3_38_F
B9.MAA000877.3_11_M.1.1-1-1,B9.MAA000877.3_11_M.1.1,B cell,3_11_M
C1.B002314.3_56_F.1.1-1-1,C1.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C1.MAA000531.3_8_M.1.1-1-1,C1.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
C1.MAA000877.3_11_M.1.1-1-1,C1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C1.MAA000914.3_9_M.1.1-1-1,C1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
C10.D045064.3_38_F.1.1-1-1,C10.D045064.3_38_F.1.1,myeloid cell,3_38_F
C10.MAA000877.3_11_M.1.1-1-1,C10.MAA000877.3_11_M.1.1,"CD8-positive, alpha-beta T cell",3_11_M
C10.MAA000914.3_9_M.1.1-1-1,C10.MAA000914.3_9_M.1.1,macrophage,3_9_M
C11.B002314.3_56_F.1.1-1-1,C11.B002314.3_56_F.1.1,myeloid cell,3_56_F
C11.D045064.3_38_F.1.1-1-1,C11.D045064.3_38_F.1.1,B cell,3_38_F
C12.B002314.3_56_F.1.1-1-1,C12.B002314.3_56_F.1.1,macrophage,3_56_F
C12.D045064.3_38_F.1.1-1-1,C12.D045064.3_38_F.1.1,T cell,3_38_F
C13.B002314.3_56_F.1.1-1-1,C13.B002314.3_56_F.1.1,myeloid cell,3_56_F
C13.D043520.3_39_F.1.1-1-1,C13.D043520.3_39_F.1.1,macrophage,3_39_F
C13.D045064.3_38_F.1.1-1-1,C13.D045064.3_38_F.1.1,B cell,3_38_F
C13.MAA000877.3_11_M.1.1-1-1,C13.MAA000877.3_11_M.1.1,B cell,3_11_M
C13.MAA000914.3_9_M.1.1-1-1,C13.MAA000914.3_9_M.1.1,macrophage,3_9_M
C14.D043520.3_39_F.1.1-1-1,C14.D043520.3_39_F.1.1,"CD8-positive, alpha-beta T cell",3_39_F
C14.D045064.3_38_F.1.1-1-1,C14.D045064.3_38_F.1.1,T cell,3_38_F
C14.MAA000877.3_11_M.1.1-1-1,C14.MAA000877.3_11_M.1.1,B cell,3_11_M
C14.MAA000914.3_9_M.1.1-1-1,C14.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
C16.B002314.3_56_F.1.1-1-1,C16.B002314.3_56_F.1.1,macrophage,3_56_F
C16.D043520.3_39_F.1.1-1-1,C16.D043520.3_39_F.1.1,"CD8-positive, alpha-beta T cell",3_39_F
C16.D045064.3_38_F.1.1-1-1,C16.D045064.3_38_F.1.1,B cell,3_38_F
C16.MAA000914.3_9_M.1.1-1-1,C16.MAA000914.3_9_M.1.1,B cell,3_9_M
C17.D043520.3_39_F.1.1-1-1,C17.D043520.3_39_F.1.1,endothelial cell,3_39_F
C17.MAA000531.3_8_M.1.1-1-1,C17.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
C17.MAA000914.3_9_M.1.1-1-1,C17.MAA000914.3_9_M.1.1,endothelial cell,3_9_M
C18.D045064.3_38_F.1.1-1-1,C18.D045064.3_38_F.1.1,endothelial cell,3_38_F
C18.MAA000877.3_11_M.1.1-1-1,C18.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
C19.B002314.3_56_F.1.1-1-1,C19.B002314.3_56_F.1.1,endothelial cell,3_56_F
C2.B002314.3_56_F.1.1-1-1,C2.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C2.D043520.3_39_F.1.1-1-1,C2.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
C2.MAA000531.3_8_M.1.1-1-1,C2.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
C2.MAA000877.3_11_M.1.1-1-1,C2.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C2.MAA000914.3_9_M.1.1-1-1,C2.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
C20.D045064.3_38_F.1.1-1-1,C20.D045064.3_38_F.1.1,endothelial cell,3_38_F
C21.MAA000877.3_11_M.1.1-1-1,C21.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
C3.B002314.3_56_F.1.1-1-1,C3.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C3.D045064.3_38_F.1.1-1-1,C3.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
C3.MAA000531.3_8_M.1.1-1-1,C3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
C3.MAA000877.3_11_M.1.1-1-1,C3.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C3.MAA000914.3_9_M.1.1-1-1,C3.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
C4.B002314.3_56_F.1.1-1-1,C4.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C4.D043520.3_39_F.1.1-1-1,C4.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
C4.MAA000531.3_8_M.1.1-1-1,C4.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
C4.MAA000877.3_11_M.1.1-1-1,C4.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C4.MAA000914.3_9_M.1.1-1-1,C4.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
C5.B002314.3_56_F.1.1-1-1,C5.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C5.D045064.3_38_F.1.1-1-1,C5.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
C5.MAA000531.3_8_M.1.1-1-1,C5.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
C5.MAA000877.3_11_M.1.1-1-1,C5.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C5.MAA000914.3_9_M.1.1-1-1,C5.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
C6.B002314.3_56_F.1.1-1-1,C6.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C6.D043520.3_39_F.1.1-1-1,C6.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
C6.D045064.3_38_F.1.1-1-1,C6.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
C6.MAA000877.3_11_M.1.1-1-1,C6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C6.MAA000914.3_9_M.1.1-1-1,C6.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
C7.B002314.3_56_F.1.1-1-1,C7.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C7.D043520.3_39_F.1.1-1-1,C7.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
C7.MAA000877.3_11_M.1.1-1-1,C7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C8.B002314.3_56_F.1.1-1-1,C8.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
C8.D045064.3_38_F.1.1-1-1,C8.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
C8.MAA000877.3_11_M.1.1-1-1,C8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
C8.MAA000914.3_9_M.1.1-1-1,C8.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
C9.B002314.3_56_F.1.1-1-1,C9.B002314.3_56_F.1.1,T cell,3_56_F
C9.D045064.3_38_F.1.1-1-1,C9.D045064.3_38_F.1.1,B cell,3_38_F
C9.MAA000877.3_11_M.1.1-1-1,C9.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
C9.MAA000914.3_9_M.1.1-1-1,C9.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
D1.B002314.3_56_F.1.1-1-1,D1.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
D1.MAA000877.3_11_M.1.1-1-1,D1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
D1.MAA000914.3_9_M.1.1-1-1,D1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D10.B002314.3_56_F.1.1-1-1,D10.B002314.3_56_F.1.1,myeloid cell,3_56_F
D10.D043520.3_39_F.1.1-1-1,D10.D043520.3_39_F.1.1,B cell,3_39_F
D10.D045064.3_38_F.1.1-1-1,D10.D045064.3_38_F.1.1,myeloid cell,3_38_F
D10.MAA000877.3_11_M.1.1-1-1,D10.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
D10.MAA000914.3_9_M.1.1-1-1,D10.MAA000914.3_9_M.1.1,B cell,3_9_M
D11.B002314.3_56_F.1.1-1-1,D11.B002314.3_56_F.1.1,macrophage,3_56_F
D11.D045064.3_38_F.1.1-1-1,D11.D045064.3_38_F.1.1,T cell,3_38_F
D12.B002314.3_56_F.1.1-1-1,D12.B002314.3_56_F.1.1,macrophage,3_56_F
D12.D045064.3_38_F.1.1-1-1,D12.D045064.3_38_F.1.1,NK cell,3_38_F
D12.MAA000914.3_9_M.1.1-1-1,D12.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
D13.MAA000877.3_11_M.1.1-1-1,D13.MAA000877.3_11_M.1.1,B cell,3_11_M
D14.B002314.3_56_F.1.1-1-1,D14.B002314.3_56_F.1.1,macrophage,3_56_F
D14.D043520.3_39_F.1.1-1-1,D14.D043520.3_39_F.1.1,myeloid cell,3_39_F
D14.MAA000531.3_8_M.1.1-1-1,D14.MAA000531.3_8_M.1.1,macrophage,3_8_M
D14.MAA000877.3_11_M.1.1-1-1,D14.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
D15.B002314.3_56_F.1.1-1-1,D15.B002314.3_56_F.1.1,"CD4-positive, alpha-beta T cell",3_56_F
D15.D045064.3_38_F.1.1-1-1,D15.D045064.3_38_F.1.1,B cell,3_38_F
D16.B002314.3_56_F.1.1-1-1,D16.B002314.3_56_F.1.1,"CD8-positive, alpha-beta T cell",3_56_F
D16.D043520.3_39_F.1.1-1-1,D16.D043520.3_39_F.1.1,myeloid cell,3_39_F
D17.MAA000877.3_11_M.1.1-1-1,D17.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
D17.MAA000914.3_9_M.1.1-1-1,D17.MAA000914.3_9_M.1.1,endothelial cell,3_9_M
D18.MAA000531.3_8_M.1.1-1-1,D18.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
D2.MAA000531.3_8_M.1.1-1-1,D2.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
D2.MAA000877.3_11_M.1.1-1-1,D2.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
D2.MAA000914.3_9_M.1.1-1-1,D2.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D20.MAA000914.3_9_M.1.1-1-1,D20.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D22.MAA000877.3_11_M.1.1-1-1,D22.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
D3.D043520.3_39_F.1.1-1-1,D3.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
D3.MAA000531.3_8_M.1.1-1-1,D3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
D3.MAA000877.3_11_M.1.1-1-1,D3.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
D3.MAA000914.3_9_M.1.1-1-1,D3.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D4.B002314.3_56_F.1.1-1-1,D4.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
D4.D045064.3_38_F.1.1-1-1,D4.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
D4.MAA000531.3_8_M.1.1-1-1,D4.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
D4.MAA000914.3_9_M.1.1-1-1,D4.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D5.B002314.3_56_F.1.1-1-1,D5.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
D5.D043520.3_39_F.1.1-1-1,D5.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
D5.MAA000531.3_8_M.1.1-1-1,D5.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
D5.MAA000877.3_11_M.1.1-1-1,D5.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
D5.MAA000914.3_9_M.1.1-1-1,D5.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D6.D043520.3_39_F.1.1-1-1,D6.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
D6.D045064.3_38_F.1.1-1-1,D6.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
D6.MAA000877.3_11_M.1.1-1-1,D6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
D6.MAA000914.3_9_M.1.1-1-1,D6.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D7.B002314.3_56_F.1.1-1-1,D7.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
D7.D045064.3_38_F.1.1-1-1,D7.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
D7.MAA000877.3_11_M.1.1-1-1,D7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
D7.MAA000914.3_9_M.1.1-1-1,D7.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
D8.D045064.3_38_F.1.1-1-1,D8.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
D8.MAA000877.3_11_M.1.1-1-1,D8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
D9.D043520.3_39_F.1.1-1-1,D9.D043520.3_39_F.1.1,macrophage,3_39_F
D9.MAA000877.3_11_M.1.1-1-1,D9.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
E1.D043520.3_39_F.1.1-1-1,E1.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
E1.MAA000531.3_8_M.1.1-1-1,E1.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
E1.MAA000877.3_11_M.1.1-1-1,E1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
E1.MAA000914.3_9_M.1.1-1-1,E1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
E10.B002314.3_56_F.1.1-1-1,E10.B002314.3_56_F.1.1,"CD4-positive, alpha-beta T cell",3_56_F
E10.MAA000877.3_11_M.1.1-1-1,E10.MAA000877.3_11_M.1.1,B cell,3_11_M
E11.B002314.3_56_F.1.1-1-1,E11.B002314.3_56_F.1.1,macrophage,3_56_F
E11.D045064.3_38_F.1.1-1-1,E11.D045064.3_38_F.1.1,myeloid cell,3_38_F
E11.MAA000877.3_11_M.1.1-1-1,E11.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
E11.MAA000914.3_9_M.1.1-1-1,E11.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
E12.D043520.3_39_F.1.1-1-1,E12.D043520.3_39_F.1.1,macrophage,3_39_F
E12.D045064.3_38_F.1.1-1-1,E12.D045064.3_38_F.1.1,myeloid cell,3_38_F
E12.MAA000877.3_11_M.1.1-1-1,E12.MAA000877.3_11_M.1.1,B cell,3_11_M
E13.B002314.3_56_F.1.1-1-1,E13.B002314.3_56_F.1.1,T cell,3_56_F
E13.D043520.3_39_F.1.1-1-1,E13.D043520.3_39_F.1.1,macrophage,3_39_F
